asin,reviewText,summary,size,color,image_urls,overall
B009MA34NY,Good light weight shoe...had to add insole for more support.,Four Stars, 7 B(M) US, Black/White/Anthracite/Stealth,,4
B009MA34NY,I love my tennis shoes,Five Stars, 8 B(M) US, Black/White/Anthracite/Stealth,,5
B009MA34NY,"This is a shoe I will wear with black dress pants or jeans when I need comfort and a little style, but I am not impressed.  This is a very flimsy shoe with little support at all.  Not like any Nike I've ever purchased in the past.  It looks nice, but it's not comfortable.","LOOKS GOOD, FEELS ICKY!", 9.5 B(M) US, Black/White/Anthracite/Stealth,,3
B009MA34NY,"Love it!! Super comfortable and nice!! Got more than I expected, super flexible great for training. Definetly recommend it.",Love it!! Definetly recommend it, 9 B(M) US, Black/Wolf Grey/White/Pink,,5
B009MA34NY,Excelente,Five Stars, 7.5 D(M) US, Cool Grey/Team Orange/White/Platinum,,5
B009MA34NY,"These shoes are poorly constructed and I don't expect them to last more that one summer.  Would not recommend, and will not order another Nike downshifter series again",Cheap, 13 D(M) US, Cool Grey/Team Orange/White/Platinum,,2
B009MA34NY,"For the price I spent on the pair of shoes, I'd say it's as good as expected.
It's comfortable and doesn't hurt my feet when I run.",Pretty comfortable pair of running shoes, 9 D(M) US, Cool Grey/Team Orange/White/Platinum,,4
B0092UF54A,"For the price I spent on the pair of shoes, I'd say it's as good as expected.
It's comfortable and doesn't hurt my feet when I run.",Pretty comfortable pair of running shoes, 9 D(M) US, Cool Grey/Team Orange/White/Platinum,,4
B0092UF54A,I always get a half size up in my tennis shoes. For some reason these feel to big in the heel area and wide.,I always get a half size up in my tennis ..., 8.5 B(M) US, Black/White/Anthracite/Stealth,,3
B0092UF54A,Put them on and walked 3 hours with no problem! Love them! So light feeling,Love them! So light feeling, 7.5 B(M) US, Bright Mango/Crimson/White/Blue,,5
B0092UF54A,excelente,Five Stars, 10.5 D(M) US, Cool Grey/Team Orange/White/Platinum,,5
B0092UF54A,"The shoes fit well in the arch area. They are a little wider in the toe area of the shoe, you feel like you have a lot of room. This does not make the shoe uncomfortable, just had to get used to it. Love the shoe.",you feel like you have a lot of room, 8.5 B(M) US, Black/White/Anthracite/Stealth,,4
B0092UF54A,"Tried them on in a store before buying online so I knew they'd fit good. Overall I was looking for a durable cross training shoe that would hold up to my rigorous training and these have been great so far. They are really light and comfortable. Most importantly for me they have grips on the bottoms so my feet don't slide out from under me while doing planks, push-ups, etc. Highly satisfied with this purchase.",Exactly What I Was Looking For, 8.5 B(M) US, Black/White/Anthracite/Stealth,,5
B0092UF54A,I recommend that!,Five Stars, 6.5 B(M) US, Black/White/Anthracite/Stealth,,5
B0092UF54A,"My son likes these, and this is the 2nd pair he's worn.","Good shoes, tolerable price.", 13 D(M) US, Cool Grey/Team Orange/White/Platinum,,5
B0092UF54A,"Super comfortable and fit my small feet perfectly. I have flat feet so a lot of shoes are not comfortable for long periods of time. I can wear the shoe all day long and they are super comfortable. They are light colored so any dirt will be seen right away, but they are easy to clean compared to other shoes Ive had. Would definitely buy another pair in a different color.",LOVE my new sneakers!, 6 B(M) US, Blue Tint/Green Glow/Hasta/White,,5
B0092UF54A,Love these shoes!,Very confortable!, 10 B(M) US, Black/White/Anthracite/Stealth,,5
B0092UF54A,Comfortable,Five Stars, 10.5 B(M) US, Black/White/Anthracite/Stealth,,5
B0092UF54A,Fit fine...did not like color in person,Three Stars, 8.5 B(M) US, Blue Tint/Green Glow/Hasta/White,,3
B0092UF54A,The shoe is too large. When you do lunges it hurts the heel. The shoe size from a local store is the size I ordered from Amazon however the size or fitting seems to be large,somewhat large fit, 9 B(M) US, Blue Tint/Green Glow/Hasta/White,,3
B0092UF54A,Really great for walking I'm very glad I got these and the color is fun,Five Stars, 8.5 B(M) US, Green Glow/Seaweed - Hasta - White,,5
B0092UF54A,Love these shoes. My feet feel so much better. Lots of padding and light enough to run in.,Five Stars, 8 B(M) US, Grey,,5
B0092UF54A,ok but too big,Three Stars, 12 B(M) US, Cool Grey/Volt/Pure Platinum,,3
B0092UF54A,Love these shoes.. they are so comfortable.,Five Stars, 9.5 B(M) US, Pure Platinum/Blue Glow/Wolf Grey,,5
B0092UF54A,"In really like these. I wear between a 9-9.5 womens, I got the 9.5 and they fit perfectly. They are light weight but have good support. I will buy another pair.",Great Shoe, 9.5 B(M) US, Black/White/Anthracite/Stealth,,5
B0092UF54A,"Love these shoes!
So stylish and comfortable. Just got back from a trip to NYC, Black and white Nikes and yoga pants are in high fashion right now!",Love these shoes, 7 B(M) US, Black/White/Anthracite/Stealth,,5
B0092UF54A,"This shoe is JUST OK. Its not as comfortable as I was expecting, compared to my last pair of NIKE shoes. I hope they hold up.",Its not as comfortable as I was expecting, 9 B(M) US, Blue Tint/Green Glow/Hasta/White,,3
B0092UF54A,Best tennis shoes I've had all my life. Very comfortable out the box. I would buy 10 pairs of these shoes if had the money.,Very Comfortable, 9.5 B(M) US, Black/White/Anthracite/Stealth,https://images-na.ssl-images-amazon.com/images/I/71MxdEmUNpL._SY88.jpg,5
B0092UF54A,The color pattern and fit is what I liked the most what I liked the least is that they are not easy to clean and stains do not come out very easy or at all,The color pattern and fit is what I liked the most what I liked the least is that ..., 7 B(M) US, Blue Tint/Green Glow/Hasta/White,,5
B0092UF54A,"love these shoes. Workout in them 3-4 times a week at the gym. I do treadmill, stairmaster, cardio classes and weight lifting. lightweight and versatile shoe.",Great shoe for the price!, 6 B(M) US, black,,5
B0092UF54A,"Great shoe. I've had Nike's before and have always been pleased with the comfort, performance, and quality. Though I will say this was the first time I ordered a pair online without trying them on first, so I was nervous. But this turned out to be a great choice. Breathable, lightweight but sturdy, and comfortable during all my workouts. The built-in arch support is great and I've had no discomfort after 2 weeks of use. As far as the sole thickness and cushioning goes, I would consider these a 'medium' build (not thin, not overly thick) so if you're into heavy running outdoors then take that into consideration. Everyone is different in their preference for cushioning, but I think for light runs on a treadmill they would be sufficient. Love these, highly recommend!",Great shoe!, 9 B(M) US, Black/White/Anthracite/Stealth,,5
B0092UF54A,The material is real then hope they don't fall apart . to expensive for what you get.,Three Stars, 8 B(M) US, Blue Tint/Green Glow/Hasta/White,,3
B0092UF54A,Nice,Three Stars, 7 B(M) US, Wolf Grey/Black-pink Blast/White,,3
B0092UF54A,Gracias,Five Stars, 7 B(M) US, Black/White/Anthracite/Stealth,,5
B0092UF54A,Love these shoes!! They are true to size and very comfortable!! This is my second pair - I wore out the first pair!! Good arch support - I have a high arch!!,Love these shoes, 8 B(M) US, Black/White/Anthracite/Stealth,,5
B0092UF54A,,Five Stars, 11 B(M) US, Wolf Grey/Black-pink Blast/White,https://images-na.ssl-images-amazon.com/images/I/61ifu-JvzQL._SY88.jpg,5
B0092UF54A,Great arch support and comfortable.,Great cross trainer, 9 B(M) US, Black/White/Anthracite/Stealth,,5
B0092UF54A,It looks a bit nicer on the picture. Its very light in such a way that when I held the box I wondered if there was just paper filling inside. They are comfortable for the most. Good looking training shoes overall.,They are comfortable for the most but just a bit narrow, 8.5 B(M) US, Wolf Grey/Black-pink Blast/White,,4
B0092UF54A,second pair. Comfortable and great for people with bunion issues or previous surgeries.  Sole wears great,staple sneakers, 9 B(M) US, Black/White/Anthracite/Stealth,,5
B0092UF54A,My daughter loves these shoes. Fit true to size.,Great looking shoe, 8.5 B(M) US, Black/White/Anthracite/Stealth,,5
B0092UF54A,Purchased for my daughter for gym class.  She loves them.  Very cute and very comfortable.,Great shoes., 7 B(M) US, Hyper Jade/Mtlc Silver/Hyper Turq,,5
B0092UF54A,Great look but zero support inside the shoe. Had to buy expensive inserts to be wearable. Expected more from a nike shoe.,"Style 10/10, Comfort 3/10", 8.5 B(M) US, Wolf Grey/Black-pink Blast/White,,3
B0092UF54A,"Straight out of the box, these shoes are great! Very lightweight and fits comfortably on my feet like a glove! I love most especially that the sole is not bulky like my previous running shoes  I hated those things lol! I would give them a shot and they are great for the price!",these shoes are great! Very lightweight and fits comfortably on my feet ..., 9 B(M) US, Blue Tint/Green Glow/Hasta/White,"https://images-na.ssl-images-amazon.com/images/I/61nv8h45pHL._SY88.jpg, https://images-na.ssl-images-amazon.com/images/I/71mOYBlBnAL._SY88.jpg, https://images-na.ssl-images-amazon.com/images/I/619NiK+tIRL._SY88.jpg",5
B0092UF54A,Great shoes. Fit perfectly. Comfortable right from the start. Light weight and perfect for a 12 hour work shift. Good price also.,Great shoes. Fit perfectly, 9.5 B(M) US, Black/White/Anthracite/Stealth,,5
B0092UF54A,I love them! They fit perfect and are very comfortable!!,Five Stars, 6.5 B(M) US, Wolf Grey/Black-pink Blast/White,,5
B0092UF54A,Love these lightweight shoes! Absolute favorite. Always order half a size bigger with nike shoes than with every other shoe in my closet.,Perfect. Lightweight and comfortable all day, 8 B(M) US, Black/White/Anthracite/Stealth,,5
B0092UF54A,My knees were bothering me during HIIT workouts so i  purchased these shoes after researching many styles.  Fit true to size and are lightweight.  My knees feel better so so hard so good.  They are cute in too!!,My knees feel better so so hard so good, 8.5 B(M) US, Black/White/Anthracite/Stealth,,5
B0092UF54A,Love the color!,Five Stars, 8.5 B(M) US, Hyper Jade/Mtlc Silver/Hyper Turq,,5
B0092UF54A,"Comfortable athletic shoe,  good for the gym (ellipical, tredmill, etc.) Fit is good, and shoe is really lightweight and comfy.","Comfortable, lightweight Xtrainer", 8 W US, Cool Grey / Volt - Wolf Grey - Pure Platinum,,4
B0092UF54A,"The shoes fit perfectly and came within the time frame i was given.  Very comfortable, which is needed since my job requires a lot if standing abd walking throughout the day.",Great shoe!, 7.5 B(M) US, Black/White/Anthracite/Stealth,,5
B0092UF54A,They looked very cheap,Returned...looked cheap, 9.5 B(M) US, Wolf Grey/Platinum/White/Crimson,,1
B0092UF54A,The fit is as expected,Fits to size, 9 B(M) US, Black/White/Anthracite/Stealth,,5
B0092UF54A,Very comfortable shoes. This is my second pair of this style of shoe because I loved them that much.,Very comfortable shoes. This is my second pair of this ..., 11 B(M) US, Black/White/Anthracite/Stealth,,5
B0092UF54A,"Comfortable, consistent each time I order and good looking",Sleek and sporty, 7.5 B(M) US, Black/White/Anthracite/Stealth,,5
B0092UF54A,I love the shoe and it fit as expected the photos and description are accurate if you're looking for a shoe that has more cushion or support try a different style but as far as wanting a lightweight and breathable shoe this is it. I am very satisfied with this purchase,I love the shoes and the description and photos were accurate, 8.5 B(M) US, Black/White/Anthracite/Stealth,,5
